input_text,intent,subject,action,concept,split
I'm gonna the hospital.,statement,me,move,hospital,train
"Um, me am heading to the garden.",statement,me,move,garden,train
You sorting mail?,question,you,do,none,train
Are you gonna the studio?,question,you,move,unknown_concept,train
Sorry,statement,me,communicate,none,train
Your dad is going to the car,statement,other,move,car,train
"Um, we're going to the restaurant.",statement,me,move,restaurant,train
Give me the extension cord,request,me,need,unknown_concept,test
"So, i need to go to the car.",statement,me,move,car,train
Do you mind if I ask something,question,you,communicate,none,train
We need keys,request,me,need,keys,train
My dad doesn't need food.,statement,other,need,food,train
"So, would you like bathroom?",question,you,need,bathroom,train
Can you tell me what you're doing,question,you,do,none,test
Me am gonna the train.,statement,me,move,train,train
Ice on the path,alert,you,danger,none,train
He's going to get some sleep.,statement,other,do,none,train
"Well, i'm not going to the train.",statement,me,move,train,test
Give me the transistor,request,me,need,unknown_concept,test
I think there's a train nearby,alert,me,danger,train,train
"Pay attention, please.",request,you,communicate,none,train
"Slow down, car ahead",alert,you,danger,car,train
I'm going to wait here.,statement,me,do,none,train
I could use some bathroom.,request,me,need,bathroom,train
Give me the wrench,request,me,need,unknown_concept,test
Your dad is sad.,statement,other,feel,sad,validation
Your dad needs medicine.,statement,other,need,medicine,train
"Um, me am hot.",statement,me,feel,hot,train
He is washing dishes.,statement,other,do,none,train
Your dad is gonna the train.,statement,other,move,train,train
Are you goin' to the office?,question,you,move,office,train
"Um, can i have some water?",request,me,need,water,train
"So, have you got any keys?",question,you,need,keys,train
I'm shopping.,statement,me,do,none,train
I'm going to ask him.,statement,me,do,none,train
Mind the car,alert,you,danger,car,train
Me really need wallet,request,me,need,wallet,train
You painting?,question,you,do,none,train
"Um, what are you up to?",question,you,do,none,train
"The bus is coming fast, watch out",alert,you,danger,bus,train
"Okay, give me the capacitor.",request,me,need,unknown_concept,test
Are You guys goin' to the garden?,question,you,move,garden,train
Mind the bus.,alert,you,danger,bus,test
Are you gonna the workshop?,question,you,move,unknown_concept,train
"Well, me am moving.",statement,me,move,none,validation
There's a fire on your left.,alert,you,danger,fire,train
"Okay, i don't need food.",statement,me,need,food,train
Could you say that again?,request,you,communicate,none,train
Can you slow down?,request,you,communicate,none,train
"Um, careful, big drop ahead.",alert,you,danger,none,train
We're not cold,statement,me,feel,cold,train
We really need keys,request,me,need,keys,train
"Well, give me my wallet.",request,me,need,wallet,train
Could you fetch some food,request,you,need,food,train
"So, loose wire on the floor.",alert,you,danger,none,train
Do you know my name,question,you,communicate,name,train
Are you watering plants,question,you,do,none,train
Cold?,question,me,communicate,cold,train
"Okay, how much time is left?",question,you,communicate,time,validation
Are you free to talk?,question,you,communicate,none,test
I need to go to the train,statement,me,move,train,train
I'm kinda cold.,statement,me,feel,cold,train
Are you folding laundry?,question,you,do,none,train
We really need painkillers.,request,me,need,painkillers,train
Stop doing that,request,you,do,none,test
"Well, is He cold?",question,other,feel,cold,train
Are You all happy,question,you,feel,happy,train
I'm a little happy,statement,me,feel,happy,train
Are You all cold?,question,you,feel,cold,validation
She is leaving,statement,other,move,none,train
"Okay, are you going to the car?",question,you,move,car,train
Are you going to the station,question,you,move,unknown_concept,train
What did they say?,question,other,communicate,none,validation
What do you want,question,you,need,none,train
My dad is listening to something.,statement,other,do,none,train
They don't need bathroom.,statement,other,need,bathroom,train
I'm goin' to the station.,statement,me,move,unknown_concept,train
"You're almost at the stairs, careful",alert,you,danger,stairs,train
Did I say that right,question,you,communicate,none,test
I'm heading to the park,statement,me,move,unknown_concept,train
He's goin' to the library.,statement,other,move,unknown_concept,train
He doesn't need wallet,statement,other,need,wallet,train
I don't need painkillers,statement,me,need,painkillers,validation
I'm showering,statement,me,do,none,train
She needs medicine.,statement,other,need,medicine,train
They are stretching.,statement,other,do,none,train
"Slow down, bus ahead.",alert,you,danger,bus,train
He is goin' to the bus.,statement,other,move,bus,train
There's a pole ahead.,alert,you,danger,pole,validation
I need a transistor.,request,me,need,unknown_concept,train
He is setting the table.,statement,other,do,none,train
Your dad needs wallet.,statement,other,need,wallet,train
They is heading to the train,statement,other,move,train,train
I need a breadboard.,request,me,need,unknown_concept,train
"Um, he's going to finish this.",statement,other,do,none,train
Where's my wallet? I need it,request,me,need,wallet,train
You need water,statement,you,need,water,train
Your dad is folding laundry,statement,other,do,none,train
Are You guys goin' to the train?,question,you,move,train,train
My dad is showering.,statement,other,do,none,train
I'm heading to florn.,statement,me,move,unknown_concept,test
Are you gonna the gym?,question,you,move,unknown_concept,train
How are you feeling?,question,you,feel,none,train
Are You all gonna the school?,question,you,move,school,train
"Um, your dad is heading to the office.",statement,other,move,office,train
"Um, let me ask you something.",request,you,communicate,none,train
Please explain again,request,you,communicate,none,train
"Please, I need help with something.",request,me,need,none,train
"Slower, please.",request,you,communicate,none,train
Are You guys gonna the car?,question,you,move,car,train
I need wallet,request,me,need,wallet,train
Keys,statement,me,communicate,keys,train
I'm not goin' to the train.,statement,me,move,train,test
"Well, you guys are hot.",statement,you,feel,hot,train
He needs a flash drive.,statement,other,need,unknown_concept,test
He's going to the home.,statement,other,move,home,test
Me need bathroom.,request,me,need,bathroom,train
Me want wallet,request,me,need,wallet,train
"Look out, stairs ahead!",alert,you,danger,stairs,train
You need food,statement,you,need,food,train
I need snarple,request,me,need,unknown_concept,train
"So, she's going to fix it.",statement,other,do,none,train
Don't touch the pole.,alert,you,danger,pole,train
Phone.,statement,me,communicate,phone,train
Does They need water?,question,other,need,water,train
Can I have some food?,request,me,need,food,train
I really need wallet,request,me,need,wallet,train
Be careful of the car.,alert,you,danger,car,train
She's going to explain it again,statement,other,do,none,train
We're low on phone.,statement,me,need,phone,validation
"Um, does Your dad need keys?",question,other,need,keys,train
"Um, i need a screwdriver.",request,me,need,unknown_concept,train
Would You guys like wallet,question,you,need,wallet,validation
I'm not going to the home,statement,me,move,home,validation
Are you going to the gym,question,you,move,unknown_concept,train
Do you need the flash drive?,question,you,need,unknown_concept,validation
He is ironing,statement,other,do,none,train
Are you listening?,question,you,communicate,none,train
Do You all want keys,question,you,need,keys,test
I don't need medicine.,statement,me,need,medicine,train
Good job,statement,me,communicate,none,train
Bless you,statement,me,communicate,none,train
You are tired.,statement,you,feel,tired,train
My dad is going to the garden,statement,other,move,garden,train
She is tired.,statement,other,feel,tired,train
